"AnimalID","AnimalCode","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
"Plesier","Ples",NA,"F","2014-10-20","2014-10-20","2014-10-20",8.49,"adult","BD","2014-10-20","2016-02-27","BirthGroup","Prinses",NA,NA,"dead","Presumed dead, body not found."
"Poeding","Poe",NA,"M","2011-11-11","2011-11-11","2011-11-11",11.43,"adult","CR","2016-06-15","2018-07-20","MigrationGroup1","Prinses","Lekker",NA,NA,"Recordmany times in BD after dept date, unclear if errors (almost all by same observer), seen on last day CR followed 2018/07/20"
"Poeding","Poe",NA,"M","2011-11-11","2011-11-11","2011-11-11",11.43,"adult","BD","2011-11-11","2016-06-11","BirthGroup","Prinses","Lekker",NA,NA,"Recordmany times in BD after dept date, unclear if errors (almost all by same observer), seen on last day CR followed 2018/07/20"
"Pofferthie","Poff",NA,"F","2018-10-26","2018-10-26","2018-10-26",4.46,"adult","BD","2018-10-26","2019-12-04","BirthGroup","Potjie",NA,"NO",NA,NA
"Pointy","Poi",NA,"M",NA,"2015-01-12","2013-04-26",NA,"adult","CR","2015-01-12","2017-04-26","BirthGroup",NA,NA,NA,"migrated","Disappeared, probably migrated"
"Pointyears","PointyEars",NA,"M",NA,NA,NA,NA,NA,"CR","2021-06-01","Stillpresent","BirthGroup",NA,NA,NA,NA,NA
"Pomelo","Pom",NA,"M","2017-10-19","2017-10-19","2017-10-19",5.48,"adult","NH","2023-02-20","Stillpresent","MigrationGroup1","Potjie",NA,NA,NA,"He left BD but Jonas could still download data from him when he is behind Mpakana"
"Pomelo","Pom",NA,"M","2017-10-19","2017-10-19","2017-10-19",5.48,"adult","BD","2017-10-19","2022-12-14","BirthGroup","Potjie",NA,NA,NA,"He left BD but Jonas could still download data from him when he is behind Mpakana"
"Poppie","Popp",NA,"F","2020-11-12","2020-11-12","2020-11-12",2.4,"juvenile","BD","2020-11-12","2023-01-31","BirthGroup","Puolka",NA,NA,NA,"Born either night of 11/11/2020 or early monring of 12/11/2020"
"Potjie","Potj",NA,"F","2013-11-23","2013-11-23","2013-11-23",9.39,"adult","BD","2013-11-23","2022-04-21","BirthGroup","Prinses","Okucane",NA,NA,NA
"Praia","Prai",NA,"F","2013-11-19","2013-11-19","2013-11-19",9.41,"adult","NH","2013-11-19","2023-04-05","BirthGroup","Pretoria","Ertjies",NA,NA,NA
"Pratella","Prat",NA,"F","2018-11-17","2018-11-17","2018-11-17",4.4,"adult","NH","2018-11-17","2023-04-05","BirthGroup","Praia",NA,NA,NA,NA
"Pretoria","Pret",NA,"F",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2023-04-05","BirthGroup","Paris",NA,NA,NA,NA
"Primavera","Prim",NA,"F","2021-10-28","2021-10-28","2021-10-28",1.44,"juvenile","NH","2021-10-28","2023-04-05","BirthGroup","Praia",NA,"yes",NA,NA
"Prinses","Prin",NA,"F",NA,"2010-11-09","2010-11-09",NA,"adult","BD","2010-11-09","2017-05-18","BirthGroup",NA,NA,NA,NA,"Recorded twice after official last seen but likely a mistake"
"Propriano","Pro","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.4,"adult","CR","2022-05-03","Stillpresent","MigrationGroup2","Pretoria","Cancun",NA,NA,NA
"Propriano","Pro","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.4,"adult","BD","2019-07-13","2022-04-16","MigrationGroup1","Pretoria","Cancun",NA,NA,NA
"Propriano","Pro","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.4,"adult","NH","2014-11-19","2019-06-01","BirthGroup","Pretoria","Cancun",NA,NA,NA
"Pruszkow","Pru",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","KB","2022-05-18","Stillpresent","MigrationGroup2","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
"Pruszkow","Pru",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","IFamily","2020-12-09","2020-12-22","MigrationGroup1","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
"Pruszkow","Pru",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","NH","2015-11-23","2020-11-30","BirthGroup","Pretoria",NA,NA,NA,"11.11.2021 seen during BGE with AK (only male seen, not seen anyone else from Ifamily). 22/06/2022 he was captured and sent to the WATCH Santuary, he spent 4 weeks recoverying from the broken leg. 27/07/2022 He was realised back to the field and he rejoined KB."
"Pruin","Prui",NA,"F","2022-11-22","2022-11-22","2022-11-22",0.37,"baby","BD","2022-11-22","2023-04-05","BirthGroup","Puolka",NA,"Yes",NA,NA
"Puerto","Pue",NA,"M","2011-12-27","2011-12-27","2011-12-27",11.31,"adult","5males","2016-07-14","2016-07-14","MigrationGroup1","Paris",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Puerto","Pue",NA,"M","2011-12-27","2011-12-27","2011-12-27",11.31,"adult","NH","2011-12-27","2016-06-21","BirthGroup","Paris",NA,NA,NA,"seen 14/07/2016 in gp of 5 sub males"
"Puntag","Pun",NA,"M",NA,"2018-03-02","2014-03-02",NA,"adult","BD","2018-03-02","2018-07-24","MigrationGroup1",NA,NA,NA,NA,"Recorded one time months after departure in BD, may be a mistake"
"Puolka","Puol",NA,"F","2015-12-28","2015-12-28","2015-12-28",7.29,"adult","BD","2015-12-28","2023-04-05","BirthGroup","Prinses",NA,NA,NA,"Change of name from Polka to Puolka March 2018"
"Purper","Pur",NA,"M","2021-11-05","2021-11-05","2021-11-05",1.42,"juvenile","BD","2021-11-05","2022-02-16","BirthGroup","Puolka",NA,"NO",NA,NA
"Puymerl","Puym",NA,"F","2018-11-07",NA,"2018-11-07",4.43,"adult","NH","2018-11-07","2019-07-29","BirthGroup",NA,NA,NA,NA,NA
"Pyeongchang","Pye",NA,"M","2017-10-23","2017-10-23","2017-10-23",5.47,"adult","NH","2017-10-23","2020-02-24","BirthGroup","Pretoria",NA,NA,"dead","Most likely killed by dogs"
"Queen","Quee",NA,"F",NA,"2011-01-19","2005-11-01",NA,"adult","RC","2011-01-19","2011-01-19","BirthGroup",NA,NA,"No",NA,"Probably born between 2005-2006"
"Quito","Qui","Santiago","M",NA,"2010-12-15","2007-11-19",NA,"adult","LTsplit","2016-02-04","2023-04-05","MigrationGroup4",NA,"Rusk",NA,NA,"Left AK between march and april 2013."
"Quito","Qui","Santiago","M",NA,"2010-12-15","2007-11-19",NA,"adult","LT","2014-02-25","2015-11-12","MigrationGroup3",NA,"Rusk",NA,NA,"Left AK between march and april 2013."
"Quito","Qui","Santiago","M",NA,"2010-12-15","2007-11-19",NA,"adult","AK","2012-05-08","2013-10-28","MigrationGroup2",NA,"Rusk",NA,NA,"Left AK between march and april 2013."
"Quito","Qui","Santiago","M",NA,"2010-12-15","2007-11-19",NA,"adult","LT","2011-11-19","2015-11-12","MigrationGroup1",NA,"Rusk",NA,NA,"Left AK between march and april 2013."
"Quito","Qui","Santiago","M",NA,"2010-12-15","2007-11-19",NA,"adult","NH","2010-12-15","2011-11-19","BirthGroup",NA,"Rusk",NA,NA,"Left AK between march and april 2013."
"Rabat","Raba",NA,"F","2016-11-23","2016-11-23","2016-11-23",6.39,"adult","NH","2016-11-23","2023-04-05","BirthGroup","Roma",NA,NA,NA,NA
"Radja","Rad",NA,"M",NA,"2010-12-13","2007-11-25",NA,"adult","RC","2010-12-13","2011-11-25","BirthGroup",NA,NA,"No",NA,NA
"Rafaela","Rafa",NA,"F","2021-11-02","2021-11-02","2021-11-02",1.43,"juvenile","NH","2021-11-02","2023-04-05","BirthGroup","Rabat",NA,"Yes",NA,NA
"Rakker","Rak",NA,"M","2012-11-16","2012-11-16","2012-11-16",10.42,"adult","BD","2012-11-16","2018-05-08","BirthGroup","Rissiepit",NA,NA,NA,"Recorded once more in BD, but maybe an error"
"Rambouillet","Ram",NA,"M","2018-11-09","2018-11-09","2018-11-09",4.42,"sub-adult","NH","2018-11-09","Stillpresent","BirthGroup","Roma",NA,NA,NA,"Probably born in between 08/11/18 and 09/11/18"
"Raspberry","Rasp",NA,"F",NA,"2015-11-13","2011-11-01",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,"Born 2011"
"Ratel","Rat",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.37,"adult","LT","2022-03-17","Stillpresent","MigrationGroup2","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
"Ratel","Rat",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.37,"adult","LT","2021-05-21","2021-12-18","MigrationGroup1","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
"Ratel","Rat",NA,"M","2015-11-30","2015-11-30","2015-11-30",7.37,"adult","BD","2015-11-30","2021-04-29","BirthGroup","Rissiepit",NA,NA,NA,"Last seen in BD on 29/04/2021,  went issing from the 18/12/2021 and came back on the 17/03/2022 with a short tail and scars"
"Redhot","Red",NA,"M",NA,NA,NA,NA,NA,"RC",NA,"2023-04-05","MigrationGroup1",NA,NA,NA,NA,NA
"Redelik","Rede",NA,"F","2014-11-10","2014-11-10","2014-11-10",8.43,"adult","BD","2014-11-10","2023-04-05","BirthGroup","Rissiepit",NA,NA,NA,NA
"Reenval","Ree",NA,"M","2020-11-24","2020-11-24","2020-11-24",2.37,"juvenile","BD","2020-11-24","Stillpresent","BirthGroup","Redelik",NA,NA,NA,"Until the 27/07/2021 the sex was wrong"
"Reenboog","Reen",NA,"F","2018-12-12","2018-12-12","2018-12-12",4.33,"adult","BD","2018-12-12","2023-04-05","BirthGroup","Redelik",NA,NA,NA,NA
"Regina","Regi",NA,"F","2018-11-15","2018-11-15","2018-11-15",4.4,"adult","NH","2018-11-15","2023-04-05","BirthGroup","Rennes",NA,NA,NA,NA
"Reindeer","Rein",NA,"F",NA,"2016-11-01","2014-11-01",NA,"adult","SplitCR","2017-02-12","2017-04-10","MigrationGroup1","Raspberry",NA,NA,NA,"Born 2014"
"Reindeer","Rein",NA,"F",NA,"2016-11-01","2014-11-01",NA,"adult","CR","2016-11-01","2017-02-12","BirthGroup","Raspberry",NA,NA,NA,"Born 2014"
"Reno","Ren",NA,"M","2019-11-12","2019-11-12","2019-11-12",3.41,"juvenile","NH","2019-11-12","Stillpresent","BirthGroup","Rennes",NA,NA,NA,NA
"Renee","Rene",NA,"F","2016-11-01","2016-11-01","2016-11-01",6.45,"adult","LT","2016-11-01","2018-08-14","BirthGroup","Roxanne",NA,NA,NA,"Did she join LT split? "
"Renee","Rene",NA,"F","2016-11-01","2016-11-01","2016-11-01",6.45,"adult","LTsplit","2018-08-14","2019-08-21","GroupSplit","Roxanne",NA,NA,NA,"Did she join LT split? "
"Rennes","Renn",NA,"F","2013-11-15","2013-11-15","2013-11-15",9.42,"adult","NH","2013-11-15","2021-02-23","BirthGroup","Roma","Milano",NA,NA,"Disappeared with Reva, Roslin and Lima"
"Renoster","Reno",NA,"F","2021-11-15","2021-11-15","2021-11-15",1.39,"juvenile","BD","2021-11-15","2022-11-25","BirthGroup","Redelik",NA,"NO",NA,"Probably born between 13-15 November 2021"
"Revdanda","Rev",NA,"M","2017-11-16","2017-11-16","2017-11-16",5.4,"adult","NH","2017-11-16","2019-01-28","BirthGroup","Rennes",NA,NA,"dead","Body found eaten by poachers' dogs"
"Reva","Reva",NA,"F","2011-11-21","2011-11-21","2011-11-21",11.41,"adult","NH","2011-11-21","2021-02-23","BirthGroup","Roma","Milano",NA,NA,"Disappeared with Rennes, Roslin and Lima"
"Reykjavik","Rey",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","IFamily","2020-12-09","2022-05-22","MigrationGroup1","Reva","Govu",NA,NA,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter."
"Reykjavik","Rey",NA,"M","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","NH","2015-11-23","2020-11-30","BirthGroup","Reva","Govu",NA,NA,"Rey pops out in every encounter between AK and Ifamily and Noha and Ifamily. He is with Ifamily. And regularly seen during an encounter."
"Rheban","Rhe",NA,"M","2012-10-27","2012-10-27","2012-10-27",10.47,"adult","BD","2017-12-05","2021-09-27","MigrationGroup1","Roma","Auckland",NA,"migrated","Went back to NH a few times shortly after migration"
"Rheban","Rhe",NA,"M","2012-10-27","2012-10-27","2012-10-27",10.47,"adult","NH","2012-10-27","2017-12-05","BirthGroup","Roma","Auckland",NA,"migrated","Went back to NH a few times shortly after migration"
"Richard","Ric",NA,"M","2015-11-12","2015-11-12","2015-11-12",7.42,"adult","LT","2015-11-12","2016-09-27","BirthGroup","Roxanne",NA,NA,NA,"Fate unknown"
"Ridder","Rid",NA,"M","2018-11-14","2018-11-14","2018-11-14",4.41,"sub-adult","BD","2018-11-14","Stillpresent","BirthGroup","Rissiepit",NA,NA,NA,NA
"Rimini","Rim",NA,"M","2021-01-11","2021-01-11","2021-01-11",2.24,"juvenile","NH","2021-01-11","Stillpresent","BirthGroup","Rabat",NA,NA,NA,NA
"Rimpel","Rimp",NA,"F","2021-11-18","2021-11-18","2021-11-18",1.39,"juvenile","BD","2021-11-18","2023-04-05","BirthGroup","Rissiepit",NA,"Yes",NA,NA
"Rio","Rio",NA,"M",NA,"2011-12-16","2011-12-16",NA,"adult","NH","2011-12-16","2015-11-30","BirthGroup","Roma",NA,NA,NA,NA
"Rioja","Rioj",NA,"F","2017-11-03","2017-11-03","2017-11-03",5.44,"adult","NH","2017-11-03","2023-04-05","BirthGroup","Roma",NA,NA,NA,NA
"Rishikesh","Ris",NA,"M","2022-12-14","2022-12-14","2022-12-14",0.31,"baby","NH","2022-12-14","2023-04-05","BirthGroup","Rioja",NA,"Yes",NA,NA
"Rissiepit","Riss",NA,"F",NA,"2011-04-26","2006-11-01",NA,"adult","BD","2011-04-26","2023-04-05","BirthGroup",NA,NA,NA,NA,"Born 2006"
"Riversdale","Riv",NA,"M","2020-11-16","2020-11-16","2020-11-16",2.39,"juvenile","NH","2020-11-16","2021-02-20","BirthGroup","Reva",NA,NA,"dead","Born between 12 & 16.11.2020. Dead. Broken skull (bite) since 18/02, still moving/alive the 20/02, but disappeared the 21/02 and never seen again, Reva seen alone."
"Rivas","Riva",NA,"F","2021-11-08","2021-11-08","2021-11-08",1.41,"juvenile","NH","2021-11-08","2023-04-05","BirthGroup","Rioja",NA,"Yes",NA,NA
"Rivier","Rivi",NA,"F","2020-11-24","2020-11-24","2020-11-24",2.37,"juvenile","BD","2020-11-24","2023-04-05","BirthGroup","Rissiepit",NA,NA,NA,NA
"Riyadh","Riy",NA,"M","2014-11-04","2014-11-04","2014-11-04",8.44,"adult","NH","2014-11-04","2015-12-15","BirthGroup","Roma",NA,NA,"dead","Last seen looking very unwell, crooked swollen neck, presumed dead"
"Robin","Rob",NA,"M","2016-10-20","2016-10-20","2016-10-20",6.48,"adult","LT","2016-10-20","2021-04-17","BirthGroup","Rose-Mary",NA,NA,NA,NA
"Robben","Robb",NA,"F",NA,"2015-09-29","2015-09-29",NA,"adult","CR","2015-09-29","2016-01-22","BirthGroup",NA,NA,NA,NA,"Fate unknown"
"Rocky","Roc",NA,"M","2017-10-09","2017-10-09","2017-10-09",5.51,"adult","LTsplit","2018-02-21","2018-03-03","MigrationGroup1","Rose-Mary",NA,NA,NA,NA
"Rocky","Roc",NA,"M","2017-10-09","2017-10-09","2017-10-09",5.51,"adult","LT","2017-10-09","2018-02-21","BirthGroup","Rose-Mary",NA,NA,NA,NA
"Rochdale","Roc",NA,"M","2018-11-01","2018-11-01","2018-11-01",4.44,"sub-adult","NH","2018-11-01","Stillpresent","BirthGroup","Reva",NA,NA,NA,"Probably born earlier than first seen date"
"Roeslare","Roes",NA,"F","2020-11-19","2020-11-19","2020-11-19",2.39,"juvenile","NH","2020-11-19","2021-02-09","BirthGroup","Roma",NA,NA,"dead","Seen with massive injury, back almost fully open. Was being walked to sleeping site by Roc-Ram-utrecht. Not found the next day. Most likely dead."
"Roma","Roma",NA,"F",NA,"2010-11-08","2010-11-08",NA,"adult","NH","2010-11-08","2021-02-17","BirthGroup",NA,NA,NA,NA,"UNK birth date 17-02-18 to 23-02-18 roma missing ; Found weak but alive with massive injuries on the 8th of feb 2021, seen once since then."
"Rooikat","Roo",NA,"M","2011-12-05","2011-12-05","2011-12-05",11.37,"adult","CR","2017-05-10","2018-07-20","MigrationGroup1","Rissiepit",NA,NA,NA,"Recorded once more in BD after dept date, unclear if error, seen on last day CR followed 2018/07/20"
"Rooikat","Roo",NA,"M","2011-12-05","2011-12-05","2011-12-05",11.37,"adult","BD","2011-12-05","2017-04-27","BirthGroup","Rissiepit",NA,NA,NA,"Recorded once more in BD after dept date, unclear if error, seen on last day CR followed 2018/07/20"
"Rooibos","Rooi",NA,"F","2022-12-17","2022-12-17","2022-12-17",0.3,"baby","BD","2022-12-17","2023-04-05","BirthGroup","Rissiepit",NA,"Yes",NA,NA
"Rosyn","Ros",NA,"M","2022-12-07","2022-12-07","2022-12-07",0.33,"baby","BD","2022-12-07","2023-04-05","BirthGroup","Redelik",NA,"Yes",NA,NA
"Rosemary","Rose","Daria","F","2011-12-01",NA,"2011-12-01",11.38,"adult","LT","2014-02-11","2018-02-21","BirthGroup",NA,NA,NA,NA,NA
"Rosemary","Rose","Daria","F","2011-12-01",NA,"2011-12-01",11.38,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit",NA,NA,NA,NA,NA
"Roslin","Rosl",NA,"F","2015-11-23","2015-11-23","2015-11-23",7.39,"adult","NH","2015-11-23","2021-02-23","BirthGroup","Roma","Babelas",NA,NA,"female instead of male 30/10/17 - recorded as Ros until then. Disappeared with Rennes, Reva and Lima"
"Roxanne","Roxa",NA,"F","2014-10-30","2014-10-30","2014-10-30",8.46,"adult","LT","2014-10-30","2018-02-21","BirthGroup",NA,NA,NA,NA,"Probably dominant female in split group"
"Roxanne","Roxa",NA,"F","2014-10-30","2014-10-30","2014-10-30",8.46,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit",NA,NA,NA,NA,"Probably dominant female in split group"
"Ruby","Ruby",NA,"F",NA,"2012-11-08","2012-11-08",NA,"adult","LTSplit","2018-02-21","2018-03-03","MigrationGroup1","Roxanne",NA,NA,NA,"her last seen in LM which is the 03/03/2018"
"Ruby","Ruby",NA,"F",NA,"2012-11-08","2012-11-08",NA,"adult","LT","2012-11-08","2018-02-21","BirthGroup","Roxanne",NA,NA,NA,"her last seen in LM which is the 03/03/2018"
"Rupert","Rup",NA,"M","2014-10-18","2014-10-18","2014-10-18",8.49,"adult","LT","2014-10-18","2018-02-21","BirthGroup","Roxanne",NA,NA,NA,NA
"Rupert","Rup",NA,"M","2014-10-18","2014-10-18","2014-10-18",8.49,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit","Roxanne",NA,NA,NA,NA
"Rusk","Rus",NA,"M",NA,"2011-06-04","2007-06-04",NA,"adult","BD","2011-06-06","2013-12-16","MigrationGroup1",NA,NA,NA,NA,"Recorded one more time in BD 11/03/2014, unclear if mistake or not"
"Rustig","Rust",NA,"F","2017-10-21","2017-10-21","2017-10-21",5.47,"adult","BD","2017-10-21","2018-05-28","BirthGroup","Rissiepit",NA,NA,NA,"Noted several months after in logbook, likely an error"
"Ryan","Rya",NA,"M",NA,"2022-07-06","2018-07-06",NA,"sub-adult","LT","2022-06-06","2023-02-01","MigrationGroup1",NA,NA,"No",NA,NA
"Sma","SMA",NA,"M",NA,NA,NA,NA,NA,"AK","2010-12-18","2012-01-25","BirthGroup",NA,NA,NA,NA,NA
"Safari","Safa",NA,"F","2014-11-03","2014-11-03","2014-11-03",8.45,"adult","BD","2014-11-03","2017-04-28","BirthGroup","Snortjie",NA,NA,NA,NA
"Samoa","Samo",NA,"F",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
"Sampion","Samp",NA,"F","2021-11-22","2021-11-22","2021-11-22",1.38,"juvenile","BD","2021-11-22","2022-03-19","BirthGroup","Sari",NA,"NO",NA,"Probaby born between 20-22 November 2021"
"Sari","Sari",NA,"F","2017-09-30","2017-09-30","2017-09-30",5.53,"adult","BD","2017-09-30","2023-04-05","BirthGroup","Snortjie",NA,NA,NA,NA
"Schnauzli","Schn",NA,"F",NA,"2016-02-11","2016-02-11",NA,"adult","CR","2016-02-11","2018-04-07","BirthGroup",NA,NA,NA,NA,"Fate unknown"
"Selenge","Sel",NA,"M",NA,"2012-08-10","2008-08-10",NA,"adult","KB","2012-08-10","2013-04-03","MigrationGroup1",NA,NA,NA,NA,NA
"Seychelles","Sey",NA,"M",NA,"2014-12-31","2014-11-01",NA,"adult","BD","2019-05-21","Stillpresent","MigrationGroup1","Samoa",NA,NA,NA,"Born 2014"
"Shakespeare","Sha","Ouagadougou","M",NA,"2012-06-08","2008-06-08",NA,"adult","LT","2012-06-08","2015-02-23","MigrationGroup1",NA,NA,"No","migrated","Unclear if 1st seen is same as immigrated. Oua was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT"
"Shitface","Shi",NA,"M","2011-12-01","2014-01-28","2011-12-01",11.38,"adult","LT","2014-01-28","2017-01-24","BirthGroup",NA,NA,NA,NA,"Born in 2011"
"Shongololo","Sho",NA,"M",NA,"2020-10-13","2016-10-13",NA,"adult","AK","2020-10-13","Stillpresent","MigrationGroup1",NA,NA,NA,NA,NA
"Siele","Siel",NA,"F","2012-10-01","2012-10-01","2012-10-01",10.54,"adult","BD","2012-10-01","2022-04-13","BirthGroup","Snortjie","Pik",NA,NA,NA
"Sigaret","Sig",NA,"M","2018-11-09","2018-11-09","2018-11-09",4.42,"sub-adult","BD","2018-11-09","Stillpresent","BirthGroup","Siele",NA,NA,NA,NA
"Sion","Sio",NA,"M",NA,"2021-01-06","2017-01-06",NA,"adult","NH","2021-01-15","2021-12-22","MigrationGroup1",NA,NA,NA,"migrated","Called ""lip injury guy"", ""tooth guy"", ""jacaranda guy"" before being named. Most likely comes from jakaranda gp. Has been around for a few weeks. Got chased by a noha male on the 14th, but found sleeping with 2 noha males on the 15th of january, thus 15th taken as immigration date. Fully in since mid-january.  Dominant since march-april,lost dominance near end of may"
"Sirkus","Sirk",NA,"F","2017-10-21","2017-10-21","2017-10-21",5.47,"adult","BD","2017-10-21","2023-04-05","BirthGroup","Siele",NA,NA,NA,NA
"Sitrus","Sitr",NA,"F","2021-11-18","2021-11-18","2021-11-18",1.39,"juvenile","BD","2021-11-18","2023-04-05","BirthGroup","Sirkus",NA,"Yes",NA,NA
"Skemer","Skem",NA,"F","2018-11-01","2018-11-01","2018-11-01",4.44,"adult","BD","2018-11-01","2023-04-05","BirthGroup","Snortjie",NA,NA,NA,NA
"Skhumbuzo","Skh",NA,"M",NA,"2021-06-15","2017-06-15",NA,"adult",NA,"2021-06-15","2021-06-19",NA,NA,NA,NA,NA,"the male is still preent in Sonic, it followed Ak for a while then Baie Dankie and he got his name while he was following Ak and he went back to Sonic"
"Skin","Skin",NA,"F",NA,"2010-12-13","2010-12-13",NA,"adult","RC","2010-12-13","2010-12-13","BirthGroup",NA,NA,"No",NA,NA
"Skollie","Sko",NA,"M",NA,"2010-11-09","2006-11-09",NA,"adult","BD","2010-11-09","2010-12-07","MigrationGroup1",NA,NA,NA,"migrated","Unclear if immigration date is just first seen date"
"Slang","Sla",NA,"M","2021-11-09","2021-11-09","2021-11-09",1.41,"juvenile","BD","2021-11-09","2022-04-27","BirthGroup","Siele",NA,"NO",NA,NA
"Smashy","Smas","Mous","F",NA,"2015-06-16","2015-06-16",NA,"adult","CR","2015-06-16","2018-04-07","BirthGroup",NA,NA,NA,NA,"Name Conflict with SMA & Small Eyes, fate unknown"
"Snortjie","Snor",NA,"F",NA,"2011-04-19","2011-04-19",NA,"adult","BD","2011-04-19","2019-11-07","BirthGroup",NA,NA,NA,"dead","Disappeared during big draughts. Probably dead. Collar or carcas never found."
"Solomon","Sol",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-12-30","2017-01-28","MigrationGroup1",NA,NA,NA,"migrated","Disappeared, probably migrated"
"Spampounkoeki","Spam",NA,"F","2018-11-01","2018-11-01","2018-11-01",4.44,"adult","BD","2018-11-01","2019-12-03","BirthGroup","Pannekoekie",NA,NA,"dead","Disappeared, probaby dead"
"Spanspek","Span",NA,"F","2020-11-24","2020-11-24","2020-11-24",2.37,"juvenile","BD","2020-11-24","2021-05-18","BirthGroup","Pannekoekie",NA,NA,"dead","Last seen on the 18/05/2021. Presumed dead. "
"Spek","Spe",NA,"M","2021-11-13","2021-11-13","2021-11-13",1.4,"juvenile","BD","2021-11-13","2022-11-31","BirthGroup","Pannekoekie",NA,"NO",NA,NA
"Spotted","Spo",NA,"M",NA,"2011-09-29","2009-11-01",NA,"adult","RC","2011-09-29","2011-11-25","BirthGroup",NA,NA,"No",NA,"Probably born in 2008"
"Spook","Spo",NA,"M",NA,"2011-10-18","2011-10-18",NA,"adult","CR","2016-06-23","2018-04-07","MigrationGroup1","Snortjie","Pik",NA,NA,"DOB unconfirmed"
"Spook","Spo",NA,"M",NA,"2011-10-18","2011-10-18",NA,"adult","BD","2011-10-18","2016-06-16","BirthGroup","Snortjie","Pik",NA,NA,"DOB unconfirmed"
"Stanley","Sta",NA,"M",NA,"2022-07-29","2018-07-29",NA,"sub-adult","LT","2022-07-29","Stillpresent","MigrationGroup1",NA,NA,"Yes",NA,NA
"Styx","Sty","Littleevil","M",NA,"2012-04-14","2009-11-01",NA,"adult","NH","2014-05-24","2016-03-29","MigrationGroup1",NA,NA,NA,NA,"Probably born 2009; left NH with split to form Iceland"
"Styx","Sty","Littleevil","M",NA,"2012-04-14","2009-11-01",NA,"adult","KB","2012-04-14","2014-05-12","BirthGroup",NA,NA,NA,NA,"Probably born 2009; left NH with split to form Iceland"
"Sumbawa","Sumb",NA,"F",NA,"2015-01-19","2015-01-19",NA,"adult","CR","2015-01-19","2015-02-24","BirthGroup",NA,NA,NA,NA,NA
"Suzy","Suzy",NA,"F",NA,"2011-06-01","2011-06-01",NA,"adult","LT","2011-06-01","2015-03-10","BirthGroup",NA,NA,NA,NA,"Seen in splinter group in september 2015"
"Suzy","Suzy",NA,"F",NA,"2011-06-01","2011-06-01",NA,"adult","FirstLTsplinter","2015-03-10","2015-09-01","GroupSplit",NA,NA,NA,NA,"Seen in splinter group in september 2015"
"Sylinder","Syl",NA,"M","2020-11-24","2020-11-24","2020-11-24",2.37,"juvenile","BD","2020-11-24","Stillpresent","BirthGroup","Siele",NA,NA,NA,NA
"Symetric","Sym","Simetric","M",NA,"2015-01-09","2014-11-01",NA,"adult","CR","2015-01-09","2018-03-21","BirthGroup",NA,NA,NA,NA,"Born 2014"
"Talinn","Tal",NA,"M","2011-12-04","2011-12-04","2011-12-04",11.37,"adult","NH","2011-12-04","2016-04-21","BirthGroup","Troia","Milano",NA,NA,"Split group"
"Talinn","Tal",NA,"M","2011-12-04","2011-12-04","2011-12-04",11.37,"adult","Iceland","2016-04-21","2016-04-21","GroupSplit","Troia","Milano",NA,NA,"Split group"
