"LH_RowNumber","AnimalCode","AnimalName","OtherID","Sex","DOB","FirstDate","DOB_estimate","Age_yr","Age_class","Group_mb","StartDate_mb","EndDate_mb","Tenure_type","Mother","Father","ReliableData","Fate_probable","Comments"
273,"Yan","Yangtze",NA,"M",NA,"2014-01-27","2014-01-27",NA,"adult","KB","2014-01-27","2018-05-01","BirthGroup","Yenissei",NA,NA,NA,NA
274,"Shi","Shitface",NA,"M",NA,"2014-01-28","2013-01-24",NA,"adult","LT","2014-01-28","2017-01-24","BirthGroup",NA,NA,NA,NA,"Born in 2011"
275,"Oli","Oliver",NA,"M",NA,"2014-02-04","2010-06-03",NA,"adult","LT","2014-02-04","2014-06-03","BirthGroup",NA,NA,NA,NA,NA
276,"Rose","Rose-Mary","Daria","F",NA,"2014-02-11","2014-02-11",NA,"adult","LT","2014-02-11","2018-02-21","BirthGroup",NA,NA,NA,NA,"Born 2011"
276,"Rose","Rose-Mary","Daria","F",NA,"2014-02-11","2014-02-11",NA,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit",NA,NA,NA,NA,"Born 2011"
277,"Moon","Moonie","Baby Tang 2012","F",NA,"2014-02-28","2014-02-28",NA,"adult","KB","2014-02-28","2015-02-13","BirthGroup","Mara","Danube","No","dead","probably dead, body not found, probably referred to as baby Tang 2012 before Mara was discovered and we realised it was her baby"
278,"Jag","Jagerbomb",NA,"M",NA,"2014-05-08","2010-05-08",NA,"adult","BD","2014-05-08","2015-01-10","MigrationGroup1",NA,NA,NA,NA,NA
279,"Dow","DownLip",NA,"M",NA,"2014-05-28","2010-05-28",NA,"adult","LT","2014-05-28","2014-07-09","MigrationGroup1",NA,NA,NA,NA,NA
280,"Tere","Tere","F10","F",NA,"2014-05-30","2014-05-30",NA,"adult","LT","2014-05-30","2015-03-10","BirthGroup",NA,NA,NA,NA,"Fate unknown"
281,"Lef","Lefty",NA,"M",NA,"2014-05-31","2013-01-16",NA,"adult","LT","2014-05-31","2017-01-16","BirthGroup",NA,NA,NA,NA,NA
282,"Umz","Umzali",NA,"M",NA,"2014-06-09","2010-06-09",NA,"adult","AK","2014-06-09","2015-09-12","MigrationGroup1",NA,NA,NA,NA,NA
283,"Dap","Dapper",NA,"M",NA,"2014-07-01","2010-07-01",NA,"adult","BD","2014-07-01","2016-01-27","MigrationGroup1",NA,NA,NA,NA,NA
284,"Ada","Adam","Uplip","M",NA,"2014-08-14","2010-08-14",NA,"adult","LT","2014-08-14","2016-11-14","MigrationGroup1",NA,NA,NA,NA,"Not clear if he appeared before official date, nothing in logbook/remarks to say first seen"
285,"Ken","Kenneth","Joe","M",NA,"2014-08-15","2011-11-18",NA,"adult","LT","2014-08-15","2015-11-18","BirthGroup","Kaya",NA,"No",NA,"Mixed between Joe/Kenneth? no records between May and Spet 2015 - was this just an error?  - unclear if this has been rectified in the scan data or not"
286,"Lia","Liam",NA,"M",NA,"2014-08-15","2014-08-15",NA,"adult","LT","2014-08-15","2018-12-07","BirthGroup",NA,NA,"No",NA,"Mother = Jenny? Tbc with DNA - Unknown fate - scan data collected with Liam name for Kenneth/Joe??"
287,"Igg","Iggy",NA,"M",NA,"2014-08-18","2014-08-18",NA,"adult","LT","2014-08-18","2019-03-15","BirthGroup","India",NA,NA,NA,NA
288,"Jenn","Jenny","OldCamilla","F",NA,"2011-11-16","2011-11-16",NA,"adult","LT","2011-11-16","2018-02-20","BirthGroup",NA,NA,"No",NA,"Unclear when switch from Cami to Jenny happened -  OldCamilla = Jenny"
288,"Jenn","Jenny","OldCamilla","F",NA,"2011-11-16","2011-11-16",NA,"adult","LTSplit","2018-02-20","2018-03-03","GroupSplit",NA,NA,"No",NA,"Unclear when switch from Cami to Jenny happened -  OldCamilla = Jenny"
289,"Dais","Daisy",NA,"F",NA,"2014-08-26","2014-08-26",NA,"adult","LT","2014-08-26","2023-11-16","BirthGroup","Diana",NA,NA,NA,NA
290,"Joe","Joe",NA,"M",NA,"2014-09-18","2014-09-18",NA,"adult","LT","2014-09-18","2018-12-07","BirthGroup",NA,NA,"No",NA,"Mother = Kaya? Probably scanned as Liam from april 2015 - unclear if this has been rectified in the scan data or not"
291,"Van","Vance",NA,"M",NA,"2014-09-20","2011-11-05",NA,"adult","LT","2014-09-20","2015-11-05","BirthGroup","Victoria",NA,"No",NA,"Fate unknown, seen v sporadically in last months in LT (unclear if errors or not)"
292,"Hum","Humusha",NA,"M","2014-09-22","2014-09-22","2014-09-22",9.15,"adult","AK","2014-09-22","2016-05-21","BirthGroup","Hamba",NA,NA,"dead","Presumed dead"
293,"Zink","Zinkwazi",NA,"F","2014-10-01","2014-10-01","2014-10-01",9.13,"adult","KB","2014-10-01","2015-12-15","BirthGroup","Zeia","Yster",NA,NA,"KB split, not seen again"
294,"Mad","Madagascar",NA,"M",NA,"2014-10-08","2010-10-08",NA,"adult","BD","2014-09-01","2017-03-07","MigrationGroup2",NA,NA,NA,NA,"Was recognised in BD as from CR, but no CR data for him -> check broken tail male"
294,"Mad","Madagascar",NA,"M",NA,"2014-10-08","2010-10-08",NA,"adult","CR","2014-10-08","2023-11-16","MigrationGroup1",NA,NA,NA,NA,"Was recognised in BD as from CR, but no CR data for him -> check broken tail male"
295,"BYao14","Baby Yaou 2014",NA,NA,"2014-10-09","2014-10-09","2014-10-09",9.1,"adult",NA,NA,NA,NA,"Yaounde",NA,NA,"dead","Presumed dead"
296,"BSuz14","Baby Suzy 2014",NA,NA,"2014-10-11","2014-10-11","2014-10-11",9.1,"adult",NA,NA,NA,NA,"Suzy",NA,NA,"dead","Presumed dead"
297,"Arn","Arno",NA,"M","2014-10-17","2014-10-17","2014-10-17",9.08,"adult","KB","2014-10-17","2019-05-13","BirthGroup","Amazon",NA,NA,NA,NA
298,"BNal14","Baby Nala 2014",NA,NA,"2014-10-18","2014-10-18","2014-10-18",9.08,"adult",NA,NA,NA,NA,"Nala",NA,NA,"dead","Presumed dead"
299,"Eina","Eina",NA,"F","2014-10-18","2014-10-18","2014-10-18",9.08,"adult","BD","2014-10-18","2023-11-16","BirthGroup","Engel","Okucane",NA,NA,NA
300,"Ginq","Ginqinka",NA,"F","2014-10-18","2014-10-18","2014-10-18",9.08,"adult","AK","2014-10-18","2023-11-16","BirthGroup","Gagasa",NA,NA,NA,NA
301,"Hal","Halfy",NA,"M",NA,"2014-10-18",NA,NA,NA,"LT","2014-10-18","2015-07-09","BirthGroup",NA,NA,NA,NA,"Only mentioned once on first recorded date and no other data, seen in splinter group July 2015 "
302,"Hlu","Hluhluwe",NA,"M","2014-10-18","2014-10-18","2014-10-18",9.08,"adult","AK","2014-10-18","2020-02-27","BirthGroup","Hleka",NA,NA,NA,NA
303,"Rup","Rupert",NA,"M","2014-10-18","2014-10-18","2014-10-18",9.08,"adult","LT","2014-10-18","2018-02-21","BirthGroup","Roxanne",NA,NA,NA,NA
303,"Rup","Rupert",NA,"M","2014-10-18","2014-10-18","2014-10-18",9.08,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit","Roxanne",NA,NA,NA,NA
304,"BJen14","Baby Jenn 2014",NA,NA,"2014-10-20","2014-10-20","2014-10-20",9.07,"adult",NA,NA,NA,NA,"Jenny",NA,NA,"dead","presumed dead"
305,"Gaa","Gaaf",NA,"M","2014-10-20","2014-10-20","2014-10-20",9.07,"adult","CR","2019-06-09","2019-06-18","MigrationGroup1","Gesels","Okucane",NA,"migrated","Immigration date is not clear but last seen was  2019/06/18 during an encounter with BD and he was still with crossing and after that he has no records with crossing."
305,"Gaa","Gaaf",NA,"M","2014-10-20","2014-10-20","2014-10-20",9.07,"adult","BD","2014-10-20","2019-06-08","BirthGroup","Gesels","Okucane",NA,"migrated","Immigration date is not clear but last seen was  2019/06/18 during an encounter with BD and he was still with crossing and after that he has no records with crossing."
306,"Ples","Plesier",NA,"F","2014-10-20","2014-10-20","2014-10-20",9.07,"adult","BD","2014-10-20","2016-02-27","BirthGroup","Prinses",NA,NA,"dead","Presumed dead, body not found."
307,"Mat","Mathimula",NA,"M","2014-10-21","2014-10-21","2014-10-21",9.07,"adult","BD","2021-02-24","2021-10-29","MigrationGroup2","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
307,"Mat","Mathimula",NA,"M","2014-10-21","2014-10-21","2014-10-21",9.07,"adult","BD","2020-02-17","2021-01-30","MigrationGroup1","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
307,"Mat","Mathimula",NA,"M","2014-10-21","2014-10-21","2014-10-21",9.07,"adult","AK","2014-10-21","2020-02-17","BirthGroup","Mamoobi",NA,NA,NA,"last seen in BD 30/01/2021 then reappeared in BD after an encounter with CR on 24/02/2021"
308,"BF1014","BabyTere (F10) 2014",NA,NA,"2014-10-22","2014-10-22","2014-10-22",9.07,"adult",NA,NA,NA,NA,"Tere (F10)",NA,NA,"dead","Presumed dead"
309,"BMie14","Baby Mielies 2014",NA,NA,"2014-10-27","2014-10-27","2014-10-27",9.05,"adult",NA,NA,NA,NA,"Mielies",NA,NA,"dead","Presumed dead"
310,"Jed","Jeddah",NA,"M","2014-10-27","2014-10-27","2014-10-27",9.05,"adult","NH","2014-10-27","2017-03-08","BirthGroup","Jakarta",NA,NA,NA,"Bottom injuries bleeding, very weak, injuries appeared several months before last sighting"
311,"Mee","Meerkat",NA,"M","2014-10-27","2014-10-27","2014-10-27",9.05,"adult","BD","2014-10-27","2016-11-24","BirthGroup","Mooi","Arthur",NA,"dead","Presumed dead, body not found. Recorded 3 times in months after official last seen date - probably errors"
312,"BVic14","Baby Vict 2014",NA,"M","2014-10-28","2014-10-28","2014-10-28",9.05,"adult","LT","2014-10-28","2015-01-16","BirthGroup","Victoria",NA,NA,"dead","Presumed dead"
313,"Far","Faroe",NA,"M","2014-10-28","2014-10-28","2014-10-28",9.05,"adult","CR","2014-10-28","2016-01-30","BirthGroup","Formentera",NA,NA,"dead","Born 2014, Dead 2016 - prob error logbook as last seen date = 2017 there"
314,"Form","Formentera",NA,"F",NA,"2014-10-28","2014-10-28",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
315,NA,"Kangaroo",NA,NA,"2014-10-28","2014-10-28","2014-10-28",9.05,"adult",NA,NA,NA,NA,"Krakatoa",NA,NA,"dead","Born 2014, Dead, unclear if body found"
316,"Krak","Krakatoa",NA,"F",NA,"2014-10-28","2014-10-28",NA,"adult","SplitCR","2017-01-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
317,"Lanc","Lancey",NA,"F","2014-10-29","2014-10-29","2014-10-29",9.05,"adult","LT","2014-10-29","2023-11-16","BirthGroup","Laurel",NA,NA,NA,NA
318,"Roxa","Roxanne",NA,"F",NA,"2014-10-30","2014-10-30",NA,"adult","LT","2014-10-30","2018-02-21","BirthGroup",NA,NA,NA,NA,"Probably dominant female in split group"
318,"Roxa","Roxanne",NA,"F",NA,"2014-10-30","2014-10-30",NA,"adult","LTsplit","2018-02-21","2018-03-03","GroupSplit",NA,NA,NA,NA,"Probably dominant female in split group"
319,"Tou","Toulouse",NA,"M","2014-10-30","2014-10-30","2014-10-30",9.05,"adult","NH","2014-10-30","2016-04-14","BirthGroup","Troia","Ertjies",NA,NA,"Split group, recorded in logbook month after in NH but likely a mistake"
320,"Ghid","Ghida",NA,"F","2014-10-31","2014-10-31","2014-10-31",9.04,"adult","AK","2014-10-31","2023-11-16","BirthGroup","Ghangaan","Elton",NA,NA,NA
321,"Hei","Heilweis",NA,"M","2014-10-31","2014-10-31","2014-10-31",9.04,"adult","CR","2021-04-01","2022-12-08","MigrationGroup1","Heerlik",NA,NA,"migrated","Seen with CR but date of immigration might not be exact as gp not habituated/not followed when he probably moved there"
321,"Hei","Heilweis",NA,"M","2014-10-31","2014-10-31","2014-10-31",9.04,"adult","BD","2014-10-31","2019-06-08","BirthGroup","Heerlik",NA,NA,"migrated","Seen with CR but date of immigration might not be exact as gp not habituated/not followed when he probably moved there"
322,"Nyan","Nyanga",NA,"F","2014-10-31","2014-10-31","2014-10-31",9.04,"adult","AK","2014-10-31","2021-12-04","BirthGroup","Nkosikasi","Elton",NA,NA,NA
323,"Gubh","Gubha",NA,"F","2014-11-01","2014-11-01","2014-11-01",9.04,"adult","AK","2014-11-01","2023-11-16","BirthGroup","Gugu","Elton",NA,NA,NA
324,"Ndi","Ndiza",NA,"M","2014-11-01","2014-11-01","2014-11-01",9.04,"adult","AK","2014-11-01","2020-03-05","BirthGroup","Ndonsa",NA,NA,NA,NA
325,"BBus14","Baby Bushy 2014",NA,NA,"2014-11-03","2014-11-03","2014-11-03",9.03,"adult",NA,NA,NA,NA,"Bushy",NA,NA,NA,NA
326,"BJin14","Baby Jink 2014",NA,NA,"2014-11-03","2014-11-03","2014-11-03",9.03,"adult",NA,NA,NA,NA,"Jinka",NA,NA,"dead","Baby Found dead"
327,"BPan14","Baby Pannekoekie 2014",NA,NA,"2014-11-03","2014-11-03","2014-11-03",9.03,"adult",NA,NA,NA,NA,"Pannekoekie",NA,NA,"dead","Presumed dead"
328,"Ihl","Ihlane",NA,"M","2014-11-03","2014-11-03","2014-11-03",9.03,"adult","IFamily","2016-04-29","2017-04-07","MigrationGroup1","Isilonda",NA,NA,NA,"Ifamily not followed regurlarly"
328,"Ihl","Ihlane",NA,"M","2014-11-03","2014-11-03","2014-11-03",9.03,"adult","AK","2014-11-03","2016-02-29","BirthGroup","Isilonda",NA,NA,NA,"Ifamily not followed regurlarly"
329,"Safa","Safari",NA,"F","2014-11-03","2014-11-03","2014-11-03",9.03,"adult","BD","2014-11-03","2017-04-28","BirthGroup","Snortjie",NA,NA,NA,NA
330,"Lima","Lima",NA,"F","2014-11-04","2014-11-04","2014-11-04",9.03,"adult","NH","2014-11-04","2021-02-23","BirthGroup","Lhassa","Auckland",NA,"dead","she gave birth to a baby F on the 04/11/2014 who died on 14/03/2019. Disappeared with Rennes, Roslin and Reva."
331,"Riy","Riyadh",NA,"M","2014-11-04","2014-11-04","2014-11-04",9.03,"adult","NH","2014-11-04","2015-12-15","BirthGroup","Roma",NA,NA,"dead","Last seen looking very unwell, crooked swollen neck, presumed dead"
332,"Ass","Asseblief",NA,"M","2014-11-05","2014-11-05","2014-11-05",9.03,"adult","CR","2019-05-31","2023-04-18","MigrationGroup1","Asis",NA,NA,"migrated","Date of imigration is unknown since he joined crossing during the time they were not followed"
332,"Ass","Asseblief",NA,"M","2014-11-05","2014-11-05","2014-11-05",9.03,"adult","BD","2014-11-05","2019-05-30","BirthGroup","Asis",NA,NA,"migrated","Date of imigration is unknown since he joined crossing during the time they were not followed"
333,"Rede","Redelik",NA,"F","2014-11-10","2014-11-10","2014-11-10",9.02,"adult","BD","2014-11-10","2023-04-19","BirthGroup","Rissiepit",NA,NA,NA,NA
334,"BNie14","Baby Niese 2014",NA,"M","2014-11-11","2014-11-11","2014-11-11",9.01,"adult","BD","2014-11-11","2014-12-26","BirthGroup","Niese",NA,NA,"dead","Presumed dead"
335,NA,"Greenland",NA,NA,"2014-11-12","2014-11-12","2014-11-12",9.01,"adult",NA,NA,NA,NA,"Galapagos",NA,NA,"dead","Born 2014, presumed dead "
336,"Ted","Teddibeer","Christmas;Blinky","M","2014-11-12","2014-11-12","2014-11-12",9.01,"adult","LT","2022-06-11","2023-11-16","MigrationGroup2","Chiloe",NA,"Yes",NA,"seen on last day CR followed 2018/07/20. Think Christmas is Teddibeer in BD, tbc with DNA."
336,"Ted","Teddibeer","Christmas;Blinky","M","2014-11-12","2014-11-12","2014-11-12",9.01,"adult","BD","2019-05-25","2022-05-19","MigrationGroup1","Chiloe",NA,"Yes",NA,"seen on last day CR followed 2018/07/20. Think Christmas is Teddibeer in BD, tbc with DNA."
336,"Ted","Teddibeer","Christmas;Blinky","M","2014-11-12","2014-11-12","2014-11-12",9.01,"adult","CR","2014-11-12","2018-07-20","BirthGroup","Chiloe",NA,"Yes",NA,"seen on last day CR followed 2018/07/20. Think Christmas is Teddibeer in BD, tbc with DNA."
337,"Xiny","Xinyi",NA,"F","2014-11-14","2014-11-14","2014-11-14",9,"adult","NH","2014-11-14","2015-03-28","BirthGroup","XaiXai",NA,NA,NA,NA
338,"Obe","Obelisk",NA,"M","2014-11-15","2014-11-15","2014-11-15",9,"adult","CR","2020-08-06","2022-02-22","MigrationGroup1","Oulik","Chernobyl",NA,"migrated","Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact"
338,"Obe","Obelisk",NA,"M","2014-11-15","2014-11-15","2014-11-15",9,"adult","BD","2014-11-15","2019-06-13","BirthGroup","Oulik","Chernobyl",NA,"migrated","Probably immigrated earlier but gp not habituated/not followed so immigration date might not be exact"
339,"Pro","Propriano","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.99,"adult","CR","2022-05-03","2023-11-16","MigrationGroup2","Pretoria","Cancun",NA,NA,NA
339,"Pro","Propriano","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.99,"adult","BD","2019-07-13","2022-04-16","MigrationGroup1","Pretoria","Cancun",NA,NA,NA
339,"Pro","Propriano","Prague","M","2014-11-19","2014-11-19","2014-11-19",8.99,"adult","NH","2014-11-19","2019-06-01","BirthGroup","Pretoria","Cancun",NA,NA,NA
340,"Tha","Thames",NA,"M",NA,"2014-11-19","2010-11-19",NA,"adult","KB","2014-11-19","2015-08-26","MigrationGroup1",NA,NA,NA,NA,NA
341,"Kyl","Kyle",NA,"M","2014-11-24","2014-11-24","2014-11-24",8.98,"adult","LT","2014-11-24","2018-02-21","BirthGroup","Kaya",NA,NA,NA,NA
342,"Int","Intaba",NA,"M","2014-11-27","2014-11-27","2014-11-27",8.97,"adult","AK","2014-11-27","2016-02-29","BirthGroup","Inhlanhla",NA,NA,NA,"Ifamily not followed regurlarly"
342,"Int","Intaba",NA,"M","2014-11-27","2014-11-27","2014-11-27",8.97,"adult","IFamily","2016-02-29","2016-06-09","GroupSplit","Inhlanhla",NA,NA,NA,"Ifamily not followed regurlarly"
343,"Nooi","Nooiens",NA,"F","2014-11-28","2014-11-28","2014-11-28",8.97,"adult","BD","2014-11-28","2023-11-16","BirthGroup","Numbies",NA,NA,NA,NA
344,"Bela","Bela-Bela",NA,"F","2014-11-29","2014-11-29","2014-11-29",8.96,"adult","NH","2014-11-29","2023-11-16","BirthGroup","Bogota",NA,NA,NA,NA
345,"Gran","Granada",NA,"F","2014-12-08","2014-12-08","2014-12-08",8.94,"adult","NH","2014-12-08","2023-11-16","BirthGroup","Geneva","Auckland",NA,NA,NA
346,"Umt","Umtata",NA,"M","2014-12-08","2014-12-08","2014-12-08",8.94,"adult","NH","2014-12-08","2020-01-04","BirthGroup","Uppsala","Govu",NA,NA,NA
347,"Mal","Malawi",NA,"M",NA,"2014-12-14","2014-12-14",NA,"adult","KB","2014-12-14","2019-05-17","BirthGroup","Mara","Medjerda",NA,NA,"Probably born before but 1st time seen in december"
348,"Mer","Mercury",NA,"M",NA,"2014-12-18",NA,NA,NA,"LT","2014-12-18","2015-07-09","BirthGroup",NA,NA,"No",NA,"Unclear if data in logbook is for Mercury or Merlin…: 2015/07/09 - last date Mercury (lennon moustace?) recorded"
349,"Con","Cone",NA,"M",NA,"2014-12-30","2011-07-22",NA,"adult","CR","2014-12-30","2015-07-22","BirthGroup",NA,NA,NA,"migrated","Born 2011, may have migrated"
350,NA,"Curious",NA,"M",NA,"2014-12-30","2011-11-06",NA,"adult","CR","2014-12-30","2015-11-06","BirthGroup",NA,NA,NA,"migrated","Born 2011, may have migrated"
351,"Elle","Ellesmere",NA,"F",NA,"2014-12-30","2014-12-30",NA,"adult","CR","2014-12-30","2016-07-19","BirthGroup",NA,NA,NA,"dead","Presumed dead"
352,"Icel","Iceland",NA,"F",NA,"2014-12-30","2014-12-30",NA,"adult","CR","2014-12-30","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
353,"Jap","Japan",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-11-20","2015-05-15","MigrationGroup1",NA,NA,NA,NA,NA
354,"Ker","Kergelen",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-12-30","2015-05-26","MigrationGroup1",NA,NA,NA,NA,NA
355,"Pal","Pale",NA,"M",NA,"2014-12-30","2012-12-01",NA,"adult","BD","2016-12-07","2022-03-01","MigrationGroup1",NA,NA,NA,"migrated","Born 2012, seen in CR twice in the 1-2 months after migration"
355,"Pal","Pale",NA,"M",NA,"2014-12-30","2012-12-01",NA,"adult","CR","2014-12-30","2016-12-01","BirthGroup",NA,NA,NA,"migrated","Born 2012, seen in CR twice in the 1-2 months after migration"
356,"Piz","Pizza",NA,"M",NA,"2014-12-30","2013-04-11",NA,"adult","CR","2014-12-30","2017-04-11","BirthGroup",NA,NA,NA,"migrated","Born 2013, Disappeared, probably migrated"
357,"Sol","Solomon",NA,"M",NA,"2014-12-30","2010-12-30",NA,"adult","CR","2014-12-30","2017-01-28","MigrationGroup1",NA,NA,NA,"migrated","Disappeared, probably migrated"
358,"Anta","Antarctica",NA,"F",NA,"2014-12-31","2014-12-31",NA,"adult","SplitCR","2017-02-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,NA
359,"Mack","Mackanzie","Asiatic","F",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2023-11-16","BirthGroup",NA,NA,NA,NA,"Born 2012"
360,"Boc","Bocold",NA,"M",NA,"2014-12-31","2010-12-31",NA,"adult","AK","2019-05-15","2019-10-30","MigrationGroup3",NA,NA,NA,"dead","Migrated or dead. "
360,"Boc","Bocold",NA,"M",NA,"2014-12-31","2010-12-31",NA,"adult","BD","2017-01-31","2019-05-04","MigrationGroup2",NA,NA,NA,"dead","Migrated or dead. "
360,"Boc","Bocold",NA,"M",NA,"2014-12-31","2010-12-31",NA,"adult","CR","2014-12-31","2017-01-21","MigrationGroup1",NA,NA,NA,"dead","Migrated or dead. "
361,"Han","Handi",NA,"M",NA,"2014-12-31","2013-04-29",NA,"adult","BD","2017-05-06","2020-03-04","MigrationGroup1",NA,NA,NA,NA,"Born 2012"
361,"Han","Handi",NA,"M",NA,"2014-12-31","2013-04-29",NA,"adult","CR","2014-12-31","2017-04-29","BirthGroup",NA,NA,NA,NA,"Born 2012"
362,"Hel","Helmet",NA,"M",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2018-02-03","BirthGroup",NA,NA,NA,"migrated","Born 2012, likely migrated"
363,"Inn","Inner",NA,"M",NA,"2014-12-31","2013-01-31",NA,"adult","CR","2014-12-31","2017-01-31","BirthGroup",NA,NA,NA,"migrated","Born 2012, Disappeared, probably migrated"
364,"Lion","Lionel",NA,"F",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2018-04-07","BirthGroup",NA,NA,NA,NA,"Born 2011"
365,"Mac","Macedonia",NA,"M",NA,"2014-12-31","2010-12-31",NA,"adult","CR","2014-12-31","2016-05-20","MigrationGroup1",NA,NA,NA,NA,"Disappeared"
366,"Samo","Samoa",NA,"F",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2018-07-18","BirthGroup",NA,NA,NA,NA,"Last seen few days before CR last followed"
367,"Sey","Seychelles",NA,"M",NA,"2014-12-31","2014-12-31",NA,"adult","BD","2019-05-21","2023-11-16","MigrationGroup1","Samoa",NA,NA,NA,"Born 2014"
367,"Sey","Seychelles",NA,"M",NA,"2014-12-31","2014-12-31",NA,"adult","CR","2014-12-31","2019-05-20","BirthGroup","Samoa",NA,NA,NA,"Born 2014"
368,NA,"The Mask",NA,"F",NA,"2014-12-31","2014-12-31",NA,"adult","SplitCR","2017-02-12","2017-04-10","MigrationGroup1",NA,NA,NA,NA,"Name conflicts with Theodore from LT, born 2012"
