"LH_RowNumber","LH_AnimalName","LH_AnimalCode","OtherID","Sex","EarMark","DOB","FirstDate","DateAdult","CurrentGroup","BirthGroup","LH_MotherID","LH_FatherID","EmigrationNatalDate","ImmigrationGroup1","ImmigrationDate1","LastDate1","ImmigrationGroup2","ImmigrationDate2","LastDate2","ImmigrationGroup3","ImmigrationDate3","LastDate3","ImmigrationGroup4","ImmigrationDate4","LastDate4","ReliableData","Comments","Fate_probable"
"559","Ulsan","Uls",NA,"M",NA,NA,"2018-11-01",NA,"NH","NH","Uppsala",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born earlier than first seen date",NA
"560","Ncoko","Ncok",NA,"F",NA,"2018-11-02","2018-11-02","2022-10-26","AK","AK","Nkosikasi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Ndanda","Nda",NA,"M",NA,"2018-11-03","2018-11-03",NA,"AK","AK","Ndonsa",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"probably born the day before",NA
"562","Baby Geneva 2018","BGen18",NA,NA,NA,"2018-11-05","2018-11-05",NA,NA,"NH","Geneva",NA,NA,NA,NA,"2018-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead","dead"
"563","Mbila","Mbil",NA,"F",NA,"2018-11-05","2018-11-05",NA,NA,"AK","Mamoobi",NA,NA,NA,NA,"2019-12-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead, body not found","dead"
"564","Puy-merl","Puym",NA,"F",NA,"2018-11-07","2018-11-07",NA,NA,"NH","Pretoria",NA,NA,NA,NA,"2019-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born on the first seen date",NA
"565","Oerwoud","Oerw",NA,"F",NA,"2018-11-09","2018-11-09",NA,"BD","BD","Oulik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Rambouillet","Ram",NA,"M",NA,"2018-11-09","2018-11-09",NA,"NH","NH","Roma",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born in between 08/11/18 and 09/11/18",NA
"567","Sigaret","Sig",NA,"M",NA,"2018-11-09","2018-11-09",NA,"BD","BD","Siele",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Dixon","Dix",NA,"M",NA,"2018-11-11","2018-11-11",NA,"BD","LT","Digby",NA,"2023-04-23","BD","2023-04-25","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Ghidigidi","Ghi",NA,"M","20","2018-11-12","2018-11-12",NA,NA,"AK","Ghida",NA,"2021-01-21",NA,NA,"2021-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"probably born the day before (Sunday)",NA
"570","Mass","Mas",NA,"M",NA,NA,"2018-11-12",NA,NA,"KB","Mara",NA,"2023-02-06",NA,NA,"2023-02-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born before first seen date",NA
"571","Baby Eina 2018","BEin18",NA,"M",NA,"2018-11-13","2018-11-13",NA,NA,"BD","Eina",NA,"2018-11-26",NA,NA,"2018-11-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead","dead"
"572","Baby Nurks 2018","BNur18",NA,"F",NA,"2018-11-14","2018-11-14",NA,NA,"BD","Nurks",NA,NA,NA,NA,"2019-02-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead on the 4th of February. Nurks was still carrying it in the morning. There has been a big storm the previous night","dead"
"573","Ridder","Rid",NA,"M",NA,"2018-11-14","2018-11-14",NA,"BD","BD","Rissiepit",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","Yazoo","Yaz",NA,"M",NA,"2018-11-14","2018-11-14",NA,"KB","KB","Yalu",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","Ardig","Ard",NA,"M",NA,"2018-11-15","2018-11-15",NA,NA,"BD","Asis",NA,"2020-10-01",NA,NA,"2020-10-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Regina","Regi",NA,"F",NA,"2018-11-15","2018-11-15","2022-10-26","NH","NH","Rennes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Pratella","Prat",NA,"F",NA,"2018-11-17","2018-11-17","2022-10-26","NH","NH","Praia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Gilane","Gil",NA,"M",NA,"2018-11-20","2018-11-20",NA,"IF","AK","Ginqika",NA,"2023-05-13","IFamily","2023-05-22","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Nonnitgie","Non",NA,"M",NA,"2018-11-22","2018-11-22",NA,"BD","BD","Nooiens ",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Dunston",NA,NA,NA,NA,"2018-11-24","2018-11-24",NA,NA,"LT","Diana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Died of head injury sustained days earlier","dead"
"581","Gubane","Guba",NA,"F",NA,"2018-11-25","2018-11-25","2022-10-26",NA,"AK","Gubha",NA,NA,NA,NA,"2023-02-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1/12/2020 she dissapeared and after few days of not being seen she was taken out from the files and forms`, after 6 six weeks she appeared again in the group and had a very large wound on the chick.","dissapeared"
"582","Aalwyn","Aal",NA,"M",NA,"2018-11-27","2018-11-27",NA,"BD","BD","Aapie",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Dalton","Dal",NA,"M",NA,"2018-11-28","2018-11-28","2022-10-26","BD","LT","Daenerys",NA,"2023-04-14","BD","2023-04-25","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","Baby Lima 2018","BLim18",NA,"F",NA,"2018-11-29","2018-11-29",NA,NA,"NH","Lima",NA,NA,NA,NA,"2019-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"seen dead on the 18/03/19","dead"
"585","Beirut","Beir",NA,"F",NA,"2018-12-03","2018-12-03","2022-10-26","NH","NH","Bela-Bela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","Yelowstone","Yelo",NA,"F",NA,"2018-12-04","2018-12-04","2022-10-26","KB","KB","Yenissei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","Reenboog","Reen",NA,"F",NA,"2018-12-12","2018-12-12","2022-10-26","BD","BD","Redelik",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Griselles","Gris",NA,"F",NA,"2018-12-13","2018-12-13","2022-10-26","NH","NH","Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","Larry","Lar",NA,"M",NA,"2018-12-15","2018-12-15",NA,NA,"LT","Lancey",NA,"2020-07-18",NA,NA,"2020-07-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Presumed dead.","dead"
"590","Pixsel","Pix",NA,"M",NA,"2018-12-20","2018-12-20",NA,"BD","BD","Pieperig",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","Baby Gaya 2018","BGay18",NA,"M",NA,"2018-12-24","2018-12-24",NA,NA,"NH","Gaya",NA,"2019-01-21",NA,NA,"2019-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Died and being carried by the mom the all day, no sign of the mom the day after nore of him when she came back","dead"
"592","Baby Nyanga 2018","BNya18",NA,NA,NA,"2018-12-24","2018-12-24",NA,NA,"AK","Nyanga",NA,NA,NA,NA,"2018-12-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"probably born the day before. Was dead when seen. Nyanga carried the dead baby around the whole day. Was not seen anymore on the 27th","dead"
"593","Baby Xalapa 2018","BXal18",NA,NA,NA,"2019-01-21","2019-01-21",NA,NA,"NH","Xalapa",NA,NA,NA,NA,"2019-01-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead and carried by the mom during 2 days","dead"
"594","George","Geo",NA,"M",NA,NA,"2019-03-18",NA,NA,NA,NA,NA,NA,"LT","2019-03-18","2022-03-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","Washington Babylon","Was",NA,"M",NA,NA,"2019-03-18",NA,NA,NA,NA,NA,NA,"NH","2019-03-18","2020-02-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen by Rebekka in NH on 26/02/2020",NA
"596","Fluister","Flu","Jack","M",NA,NA,"2019-04-30",NA,NA,NA,NA,NA,NA,"BD","2019-04-30","2023-01-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","previously known as Jack, until sept 2019",NA
"597","Kekeke","Kek",NA,"M",NA,NA,"2019-05-31",NA,NA,NA,NA,NA,NA,"AK","2019-05-31","2020-04-18","NH","2020-05-09","2020-11-12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","Lipsy","Lip",NA,"M",NA,NA,"2019-06-01",NA,NA,NA,NA,NA,NA,"NH","2019-06-01","2020-08-17","CR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some suspect he is Dwergie from BD, unconfirmed until genetics. He left NH in August 2020 and is assumed to be in Crossing now.",NA
"599","Ouagadougou","Oua","Shakespeare","M",NA,NA,"2019-06-03",NA,NA,NA,NA,NA,NA,"NH","2019-06-03","2020-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Was originally called Shakespeare in tablet - an ID error - he is not Shakespeare from LT",NA
"600","Baby Numbies 2019","BNum19",NA,NA,NA,"2019-10-03","2019-10-03",NA,NA,"BD","Numbies",NA,NA,NA,NA,"2019-10-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead and carried by the mother for 1 h","dead"
"601","Baby Bela-Bela 2019","BBel19",NA,NA,NA,"2019-10-14","2019-10-14",NA,NA,"NH","Bela-Bela",NA,NA,NA,NA,"2019-10-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead, very immature.Not carried by the mother","dead"
"602","Baby Gaya 2019","BGay19",NA,"M",NA,"2019-10-14","2019-10-14",NA,NA,"NH","Gaya",NA,"2019-10-26",NA,NA,"2019-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"died on the weekend of November 3rd. Sexed by only one observer","dead"
"603","Baby Redelik 2019","BRed19",NA,"M",NA,"2019-10-19","2019-10-19",NA,NA,"BD","Redelik",NA,"2019-10-19",NA,NA,"2019-10-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead, very immature.Not carried by the mother","dead"
"604","Baby Mara 2019","BMar19",NA,"M",NA,"2019-10-21","2019-10-21",NA,NA,"KB","Mara",NA,"2019-10-24",NA,NA,"2019-10-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead between the 22th of October and the 24th of october, 2 observers sexed him","dead"
"605","Baby Digby 2019","BDig19",NA,NA,NA,"2019-10-22","2019-10-22",NA,NA,"LT","Digby",NA,NA,NA,NA,"2019-10-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, no body found","dead"
"606","Baby Lima 2019","BLim19",NA,"F",NA,"2019-10-22","2019-10-22",NA,NA,"NH","Lima",NA,NA,NA,NA,"2019-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"died on the weekend of November 3rd","dead"
"607","Baby Puolka 2019","BPuo19",NA,NA,NA,"2019-10-22","2019-10-22",NA,NA,"BD","Puolka",NA,NA,NA,NA,"2019-10-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born small and weak. It died the day after. Mother carried it for less than a day.","dead"
"608","Baby Reva 2019","BRev19",NA,"M",NA,"2019-10-23","2019-10-23",NA,NA,"NH","Reva",NA,"2019-10-26",NA,NA,"2019-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","Baby Nessie 2019","BNes19",NA,"M",NA,"2019-10-24","2019-10-24",NA,NA,"KB","Nessie",NA,"2019-10-24",NA,NA,"2019-10-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead. One observer said it's a male","dead"
"610","Baby Xian 2019","BXia19",NA,NA,NA,"2019-10-24","2019-10-24",NA,NA,"NH","Xian",NA,NA,NA,NA,"2019-10-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"died on the weekend of November 3rd","dead"
"611","Baby Potjie 2019","BPot19",NA,"F",NA,"2019-10-25","2019-10-25",NA,NA,"BD","Potjie",NA,NA,NA,NA,"2019-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"found hanging on the tree",NA
"612","Baby Heer 2019","BHee19",NA,"M",NA,"2019-10-28","2019-10-28",NA,NA,"BD","Heerlik",NA,"2020-01-28",NA,NA,"2020-01-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, carried by mother. Body recovered for brain extraction.","dead"
"613","Baby Diana 2019","BDia19",NA,NA,NA,NA,"2019-10-29",NA,NA,"LT","Diana",NA,NA,NA,NA,"2019-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, no body found","dead"
"614","Baby Xalapa 2019","BXal19",NA,NA,NA,"2019-10-30","2019-10-30",NA,NA,"NH","Xalapa",NA,NA,NA,NA,"2019-10-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born dead, immature. Not carried by the mother","dead"
"615","Baby Mielies 2019","BMie19",NA,NA,NA,"2019-10-31","2019-10-31",NA,NA,"BD","Mielies",NA,NA,NA,NA,"2019-11-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"died a few days after been born, from beginning looking rather weak and not suckling enough","dead"
"616","Dastard","Das",NA,"M",NA,NA,"2019-11-01",NA,"LT","LT","Daenerys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Baby Delilah 2019","BDel19",NA,NA,NA,NA,"2019-11-04",NA,NA,"LT","Delilah",NA,NA,NA,NA,"2019-11-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, no body found","dead"
"618","Baby Pannekoekie 2019","BPan19",NA,NA,NA,NA,"2019-11-04",NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,"2019-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Nuclides","Nucl",NA,"F",NA,"2019-11-04","2019-11-04",NA,NA,"BD","Nurks",NA,NA,NA,NA,"2021-06-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"She was last seen on the 30/06/2021. Nucl was the only surviving baby from BD for the 2019/20 season.",NA
"620","Baby Pretoria 2019","BPre19",NA,"F",NA,"2019-11-06","2019-11-06",NA,NA,"NH","Pretoria",NA,NA,NA,NA,"2019-11-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"not seen after",NA
"621","Greenbay","Gree",NA,"F",NA,"2019-11-06","2019-11-06",NA,"NH","NH","Granada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","Lampshade","Lamp",NA,"F",NA,NA,"2019-11-07",NA,NA,"LT","Laurel",NA,NA,NA,NA,"2020-04-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead, no body found","dead"
"623","Baby Gugu 2019","BGug19",NA,"M",NA,"2019-11-09","2019-11-09",NA,NA,"AK","Gugu",NA,"2020-03-04",NA,NA,"2020-03-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sexed by only 2 observers",NA
"624","Reno","Ren",NA,"M",NA,"2019-11-12","2019-11-12",NA,"NH","NH","Rennes",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Tasty flavours","Tas",NA,"M","1;10",NA,"2019-12-04",NA,NA,NA,NA,NA,NA,"LT","2019-12-04","2021-11-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Tambacounda","Tam",NA,"M",NA,NA,"2020-05-15",NA,NA,NA,NA,NA,NA,"NH","2020-05-15","2023-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Nickname was EarNotchGuy before he was named but the data should not be used because he was confused with Utrecht for some time. Like Utrecht he was only seen very rarely before August 2020 and was not very consistent after that until January 2021.",NA
"627","Utrecht","Utr",NA,"M",NA,NA,"2020-05-15",NA,"NH",NA,NA,NA,NA,"NH","2020-06-02","2020-10-15","NH","2020-11-26","2023-11-16",NA,NA,NA,NA,NA,NA,"Yes","Nickname was EarNotchGuy before he was named but the data should not be used because he might have been confused with Tambacounda for some time. He was only occasionally seen (less than once per week) from May 2020 until August 2020. He then completely disappeared in october 2020. We thought he was only around for mating season of that year. Very unhabituated and almost never seen. He then came back after one month and he has been seen again on the 26.11.2020 by Lukas (only observer who could recognise him at this point since jose had left). After that he has been consistantly around since December 2020 (Lukas had 2 weeks vacation between end of November-middle december) and became habituated since. It is unlcear whether he was consistenlty around before his return in November 2020.",NA
"628","Vladivostok","Vla",NA,"M",NA,NA,"2020-05-28",NA,NA,NA,NA,NA,NA,"NH","2020-05-28","2021-06-11","AK","2021-06-11","2023-02-07",NA,NA,NA,NA,NA,NA,NA,"Nickname was PointyEarsGuy before he was named",NA
"629","Flensburg","Fle",NA,"M",NA,NA,"2020-06-16",NA,NA,NA,NA,NA,NA,"NH","2020-07-31","2021-11-04","NH","2022-01-18","2023-05-06",NA,NA,NA,NA,NA,NA,NA,"Nickname was RedCoatGuy before he was named",NA
"630","Warnemünde","War",NA,"M",NA,NA,"2020-08-24",NA,"CR",NA,NA,NA,NA,"NH","2020-09-23","2021-12-20","BD","2022-06-06","2023-05-06","CR","2023-05-23","2023-11-16",NA,NA,NA,NA,"Nickname was Greyface, Grey Face and Grey muzzle before he was named. May be written warnemuende in some data.",NA
"631","Aaalva","Aaa","Aalva","M",NA,NA,"2020-10-08",NA,"KB","KB","Aare",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born into KB late 2019.Not recorded. Name changed from Aalva to Aaalva.",NA
"632","Shongololo","Sho",NA,"M",NA,NA,"2020-10-13",NA,"AK",NA,NA,NA,NA,"AK","2020-10-13","2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Diamond","Dia",NA,"M",NA,NA,"2020-10-29",NA,"LT","LT","Diana",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born between the 22nd and the 29th of October 2020 according to logbook entries.",NA
"634","Light","Lig",NA,"M",NA,NA,"2020-10-29",NA,"LT","LT","Lilly",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born between the 22nd and the 29th of October 2020 according to logbook entries.",NA
"635","Awash","Awa",NA,"M",NA,"2020-11-03","2020-11-03",NA,"KB","KB","Aare",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born in the night from the 2nd to the 3rd of November 2020",NA
"636","Baby Rosl 2020","BRos20",NA,"F",NA,"2020-11-03","2020-11-03",NA,NA,"NH","Roslin",NA,NA,NA,NA,"2020-12-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born in the night from the 2nd to the 3rd of November 2020. On the 10 Dec 2020 we found Rosl with her baby half attach. It was still alive but probably paralyzed. ",NA
"637","Appel","App",NA,"M",NA,"2020-11-04","2020-11-04",NA,"BD","BD","Aapie",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Papp","Papp",NA,"F",NA,"2020-11-04","2020-11-04",NA,"BD","BD","Potjie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born in the night from the 3rd to the 4th morning of November 2020 ",NA
"639","Gibela","Gib",NA,"M",NA,"2020-11-12","2020-11-12",NA,"AK","AK","Ginqika",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Probably born during the night",NA
"640","Poppie","Popp",NA,"F",NA,"2020-11-12","2020-11-12",NA,NA,"BD","Puolka",NA,NA,NA,NA,"2023-01-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born either night of 11/11/2020 or early monring of 12/11/2020",NA
"641","Yonne","Yon",NA,"M",NA,"2020-11-12","2020-11-12",NA,NA,"KB","Yalu",NA,"2021-01-15",NA,NA,"2021-01-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Oupa","Oup",NA,"M",NA,NA,"2020-11-13",NA,"BD","BD","Oulik",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Gusha","Gus",NA,"M",NA,"2020-11-16","2020-11-16",NA,NA,"AK","Gugu",NA,"2021-03-11",NA,NA,"2021-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"last seen on the 11/03/2021 and his mom was later on found floating on the second dam 18.03.21 but not sure what happened to him",NA
"644","Ndumiso","Ndum",NA,"F",NA,"2020-11-16","2020-11-16",NA,"AK","AK","Ndonsa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Riversdale","Riv",NA,"M",NA,NA,"2020-11-16",NA,NA,"NH","Reva",NA,"2021-02-20",NA,NA,"2021-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born between 12 & 16.11.2020. Dead. Broken skull (bite) since 18/02, still moving/alive the 20/02, but disappeared the 21/02 and never seen again, Reva seen alone.","dead"
"646","Baby Digby 2020","BDig20",NA,NA,NA,"2020-11-17","2020-11-17",NA,NA,"LT","Digby",NA,NA,NA,NA,"2020-12-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Ghandaghanda","Gha",NA,"M",NA,"2020-11-17","2020-11-17",NA,"AK","AK","Ghida",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Ouma","Ouma",NA,"F",NA,"2020-11-18","2020-11-18",NA,NA,"BD","Oortjies",NA,NA,NA,NA,"2021-12-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born at 15:22 on Beach of BD on 18/11/2020. Birth witnessed and recorded by No.",NA
"649","Helikopter","Heli",NA,"F",NA,"2020-11-19","2020-11-19",NA,NA,"BD","Heerlik",NA,NA,NA,NA,"2022-09-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born during the night of 18/11/20. Dissappeared on 14 or 15 sept (BD not followed on the 15th).","dissapeared"
"650","Nkunzi","Nkun",NA,"F",NA,"2020-11-19","2020-11-19",NA,NA,"AK","Nkosikasi",NA,NA,NA,NA,"2022-01-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA
"651","Roeslare","Roes",NA,"F",NA,"2020-11-19","2020-11-19",NA,NA,"NH","Roma",NA,NA,NA,NA,"2021-02-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seen with massive injury, back almost fully open. Was being walked to sleeping site by Roc-Ram-utrecht. Not found the next day. Most likely dead.","dead"
"652","Dazzle","Dazz",NA,"F",NA,"2020-11-20","2020-11-20",NA,"LT","LT","Daisy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Eish","Eis",NA,"M",NA,"2020-11-21","2020-11-21",NA,"BD","BD","Eina",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Baby Renn 2020","BRen20",NA,"M",NA,"2020-11-22","2020-11-23",NA,NA,"NH","Rennes",NA,"2020-12-29",NA,NA,"2020-12-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dead","dead"
"655","Griffin","Gri",NA,"M",NA,"2020-11-23","2020-11-23",NA,"NH","NH","Granada",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Xopo","Xop",NA,"M",NA,"2020-11-23","2020-11-23",NA,"NH","NH","Xalapa",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Born during the night ",NA
"657","Moesa","Moes",NA,"F",NA,NA,"2020-11-24",NA,"KB","KB","Mara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"She was was sexed as a male and later realised that she was a female",NA
"658","Reenval","Ree",NA,"M",NA,"2020-11-24","2020-11-24",NA,"BD","BD","Redelik",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Until the 27/07/2021 the sex was wrong",NA
"659","Rivier","Rivi",NA,"F",NA,"2020-11-24","2020-11-24",NA,"BD","BD","Rissiepit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Spanspek","Span",NA,"F",NA,"2020-11-24","2020-11-24",NA,NA,"BD","Pannekoekie",NA,NA,NA,NA,"2021-05-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last seen on the 18/05/2021. Presumed dead. ","dead"
"661","Sylinder","Syl",NA,"M",NA,"2020-11-24","2020-11-24",NA,"BD","BD","Siele",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Muis","Mui",NA,"M",NA,"2020-11-25","2020-11-25",NA,"BD","BD","Mielies",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Bangalore","Bang",NA,"F",NA,"2020-11-26","2020-11-26",NA,NA,"NH","Bela-Bela",NA,NA,NA,NA,"2021-02-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found dying. Bela was injured as well. Bite injuries. Confirmed dead 2 days after.","dead"
"664","Baby Guat 2020","BGua20",NA,NA,NA,"2020-12-02","2020-12-02",NA,NA,"NH","Guatemala",NA,NA,NA,NA,"2021-12-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Found dead, carried by Guat.","dead"
"665","Deja","Deja",NA,"F",NA,NA,"2020-12-07",NA,"LT","LT","Delilah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Loki","Loki",NA,"F",NA,NA,"2020-12-07",NA,"LT","LT","Louise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baby born between the 4th and 7th of december",NA
"667","Delta","Delt",NA,"F",NA,NA,"2020-12-11",NA,"LT","LT","Dewe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Gubudu","Gub",NA,"M",NA,NA,"2020-12-11",NA,"AK","AK","Gubha",NA,"2023-11-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
